"CheckinId","UserName","Light","Smooth","Clean","Sweet","Woody","Zippy","Strong","Hoppy","Floral","Citrus","Milk","Dark","Creamy","Mouthfeel","Soft","Boozy","Caramel","Oatmeal","Dry","Malty","Piney","Grassy","Tart","Sour","Salty","Fruity","Heat","Bitter","Coffee","Roasty","Chocolate","Juicy","Funky","Acidic","Crushable","LocationName","LocationId","BeerId","BeerName","BeerRating"
"592371972","tim.manley",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Thirsty Lion Gastropub","6946708","2027024","Dadgum IPA",3.5
"592359408","tim.manley",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thirsty Lion Gastropub","6946708","342746","Mosaic IPA",4.5
"588545813","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yard House","6033716","556392","Hoodoo",4
"588522881","tim.manley",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Yard House","6033716","2006165","Dayglow (2017)",3.75
"587964923","tim.manley",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The Crying Room","5773162","2382318","Voodoo Ranger Juicy Haze IPA",3.75
"587939564","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"The Crying Room","5773162","2271408","Vulpulin",4
"587311097","tim.manley",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liberty Union Bar & Grille","173776","1312460","CitraSqueeze IPA",3.75
"586314385","tim.manley",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maggiano's Little Italy","84389","71016","Perpetual IPA",3.75
"586291379","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maggiano's Little Italy","84389","71016","Perpetual IPA",3.5
"585688144","tim.manley",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sly Fox Brewhouse & Eatery","3945","10711","Saison Vos",3.5
"585664581","tim.manley",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Sly Fox Brewhouse & Eatery","3945","2271408","Vulpulin",4
"585137665","tim.manley",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","2439058","Pics Or It Didn't Happen",3.75
"585112479","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1802473","Silent Disco",3.75
"583098767","tim.manley",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1802473","Silent Disco",3.75
"583058177","tim.manley",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The Crying Room","5773162","2382318","Voodoo Ranger Juicy Haze IPA",3.75
"582259723","tim.manley",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"The Crying Room","5773162","28552","Double Chocolate Milk Stout",4.25
"582234105","tim.manley",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1802473","Silent Disco",3.75
"582208786","tim.manley",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","1061525","Consolation Prize",3.75
"581591034","tim.manley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liberty Union Bar & Grille","173776","2553938","Stone Enjoy By 04.20.18 IPA",4
"580752226","tim.manley",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Bulls Head Public House","8011","1976288","Surprise! It's Another IPA: Azacca, Citra, Falconer's Flight",4.25
"580717859","tim.manley",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lancaster Brewing Co. Taproom and Grill","5700841","2530521","Jam Series - Track #8 Papaya Milkshake IPA",3.75
"578398338","tim.manley",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Crying Room","5773162","339835","Stupid Paddle Boat IPA",3.5
"578385806","tim.manley",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The Crying Room","5773162","2382318","Voodoo Ranger Juicy Haze IPA",3.5
"578368145","tim.manley",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","2439058","Pics Or It Didn't Happen",3.75
"576316331","tim.manley",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","3892","Winter Warmer",3.75
"575850223","tim.manley",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","2439058","Pics Or It Didn't Happen",3.75
"575844966","tim.manley",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","2382318","Voodoo Ranger Juicy Haze IPA",3.5
"575284941","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","0","3892","Winter Warmer",3.75
"575282682","tim.manley",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","3892","Winter Warmer",3.75
"574415664","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aloft Philadelphia Downtown","6731177","4133","Two Hearted Ale",4
"574404508","tim.manley",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aloft Philadelphia Downtown","6731177","4133","Two Hearted Ale",4
"574309000","tim.manley",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"City Tap House","2244963","1392326","Rise & Grind",4.25
"574236553","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"City Tap House","2244963","127388","Liliko'i Kepolo",4
"574228581","tim.manley",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"City Tap House","2244963","11845","Head Hunter IPA",4.5
"574065347","tim.manley",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Aloft Philadelphia Downtown","6731177","339835","Stupid Paddle Boat IPA",3.5
"573659476","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aloft Philadelphia Downtown","6731177","2441467","Blood Orange IPA (w/ Agave)",4
"573635726","tim.manley",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aloft Philadelphia Downtown","6731177","2441467","Blood Orange IPA (w/ Agave)",4
"573532099","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"El Vez","36757","4509","IPA",4
"573511271","tim.manley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"El Vez","36757","1139170","Citradelic: Tangerine IPA",4
"573355241","tim.manley",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Philadelphia Museum of Art","45776","36834","All Day IPA",3.25
"570775017","tim.manley",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Crying Room","5773162","5756","Raging Bitch Belgian IPA",3.5
