CheckinId,UserName,Light,Smooth,Clean,Sweet,Woody,Zippy,Strong,Hoppy,Floral,Citrus,Milk,Dark,Creamy,Mouthfeel,Soft,Boozy,Caramel,Oatmeal,Dry,Malty,Piney,Grassy,Tart,Sour,Salty,Fruity,Heat,Bitter,Coffee,Roasty,Chocolate,Juicy,Funky,Acidic,Crushable,IBU,ABV,Style,LocationName,LocationId,BeerId,BeerName,BeerRating
579764565,ChrisBallenger,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48,0.1340,Stout - Imperial / Double,Chicken Express,7523749,2507700,Divine Reserve No. 18,3.25
579378932,ChrisBallenger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0420,Lager - American Light,Texas Rangers Baseball Hall of Fame,500864,3784,Bud Light,1.25
579076979,ChrisBallenger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0420,Lager - North American Adjunct,Studio Movie Grill,5856959,3811,Miller Lite,2
579058368,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0600,Red Ale - American Amber / Red,Studio Movie Grill,5856959,880312,Fire Ant Funeral,2.5
565982616,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0450,Sour - Ale,,0,2454011,CranJam,3.25
565861415,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,6,0.0580,American Wild Ale,,0,2293147,Aurelian Lure (Blend 5),4.5
562622506,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0750,Porter - Baltic,Shannon Brewing Company,2025877,2256861,Bourbon Barrel Aged Honey Porter,3.5
562525107,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.1220,Stout - Russian Imperial,Shannon Brewing Company,2025877,2513272,Red Russian,4.5
560665632,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1150,Stout - Russian Imperial,Shannon Brewing Company,2025877,2413389,Russian Imperial Stout (2017),4
560664103,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0520,Sour - Ale,,0,2504072,Lacey Blonde,2.75
560526742,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0.0650,IPA - White,Shannon Brewing Company,2025877,2505296,White IPA Batch 1,3.5
554534888,ChrisBallenger,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0.0450,Red Ale - Irish,Idlewild,5028535,13388,Smithwick's,3
554483926,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0.0750,Stout - Foreign / Export,The Market Bar,283450,1199,Guinness Foreign Extra Stout,5
554483113,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0450,Red Ale - Irish,The Market Bar,283450,1310427,Cute Hoor Red Head Ale,3
554463651,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0500,Red Ale - Irish,The Market Bar,283450,7120,Murphy's Irish Red,3
554012855,ChrisBallenger,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0.0420,Stout - Irish Dry,The Long Stone,332325,4473,Guinness Draught,3.75
553544170,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0500,Lager - Euro,Trinity City Hotel,323276,5991,Carlsberg,3.25
553211786,ChrisBallenger,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.0800,IPA - Imperial / Double,Jack Duggan's Pub,384544,266065,Road 2 Ruin Double IPA,3.25
542340787,ChrisBallenger,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0.2700,Strong Ale - American,,0,19004,Samuel Adams Utopias,5
530779067,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,0.0550,Stout - Oatmeal,Midway Craft House,4334620,853242,Mocha Merlin,4
530777680,ChrisBallenger,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0.0750,IPA - New England,Midway Craft House,4334620,2022323,Underdog IPA,3
529924268,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.0650,IPA - American,,0,2358056,Mór IPA,3
529911023,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0570,Stout - Milk / Sweet,,0,2399122,Banana And Clove Chocolate Stout,4
529362790,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.1370,Stout - Imperial / Double,Kroger Signature,521929,1562522,Xolotl,4.5
525844853,ChrisBallenger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0700,Pumpkin / Yam Beer,Tolar United Methodist Church,7001649,4996,Punkin Ale,3
519478253,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0560,Brown Ale - American,Tafts Ale House,2722165,1026561,Culebra Cut,3.5
519471422,ChrisBallenger,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,65,0.0700,IPA - American,Tafts Ale House,2722165,1026563,Gavel Banger,3.5
519470890,ChrisBallenger,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0525,Lager - American Amber / Red,,0,2157962,West Side Amber Ale,3
518846523,ChrisBallenger,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0470,Sour - Ale,Domino's Pizza,6924429,2248329,Sound And Vision With Tart Cherries,3.75
518816318,ChrisBallenger,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.0420,Cream Ale,Electric Cowboy,243097,1645750,Buckle Bunny,4
518789859,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0610,Sour - Ale,Electric Cowboy,243097,860134,Professor Black,4
518789267,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.1020,Stout - American Imperial / Double,,0,9060,Hunahpu’s,5
515973600,ChrisBallenger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0420,Lager - American Light,,0,3784,Bud Light,2
514780069,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0560,Kristallweizen,,0,2227777,Crystal Wheat,3.75
514752640,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0550,Red Ale - Irish,,0,2289088,Irish Red (Nitro),3.75
514724143,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.0560,IPA - English,,0,2256842,Habanero IPA,3.25
513372364,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,0.0660,American Wild Ale,,0,286137,Black Angel,3.5
510367824,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0.0640,American Wild Ale,,0,793015,<U+5206> <U+6843> (Fen Táo),4.25
510367672,ChrisBallenger,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,0.0680,IPA - New England,,0,1607252,Grapefruit IPA 2018,3.25
510014640,ChrisBallenger,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,31,0.0570,Stout - Milk / Sweet,,0,1205989,Chocolate Hazelnut Stout,3
510012683,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.0770,Red Ale - Imperial / Double,,0,805959,Off With Your Red,3.5
509924481,ChrisBallenger,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0460,Lager - Pale,,0,2212501,El Conejo,2.75
509841501,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0.0641,Saison / Farmhouse Ale,,0,332174,Wonderlust,3.5
505973816,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0.0650,Sour - Gose,,0,2084225,Queen of the Mist (Passion Fruit),4.25
504797605,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0500,Lager - American Light,Fredericksburg Brewing Company,4030,2282849,Green Chile Carta Verde,3
504794803,ChrisBallenger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0530,Porter - American,Fredericksburg Brewing Company,4030,25055,Pioneer Porter,3
504785834,ChrisBallenger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0.0700,IPA - Imperial / Double,Fredericksburg Brewing Company,4030,78492,Anniversary Ale,2.5
504778857,ChrisBallenger,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0580,Pale Ale - American,Fredericksburg Brewing Company,4030,37001,Peace Pipe Pale Ale,3.5
504769113,ChrisBallenger,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0530,Red Ale - American Amber / Red,Fredericksburg Brewing Company,4030,10439,Enchanted Rock Red Ale,3.5
504763681,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0430,Lager - Helles,Fredericksburg Brewing Company,4030,41968,Hauptstrasse Helles,3.25
504749988,ChrisBallenger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0500,Blonde Ale,Fredericksburg Brewing Company,4030,38150,Not So Dumb Blonde Ale,2.5
504748462,ChrisBallenger,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0490,Lager - Pale,Fredericksburg Brewing Company,4030,49909,Carta Verde,3
504538130,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0700,Saison / Farmhouse Ale,,0,2293296,Enigmatic Taxa,3.5
504484309,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,12,0.0580,Saison / Farmhouse Ale,Jester King Brewery,18641,2267172,La Vie En Rose (Batch 6),3.75
499913192,ChrisBallenger,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0.0850,IPA - Imperial / Double,,0,1582861,Dialed In (w/ Chardonnay & Gewurztraminer Juice),4
499825790,ChrisBallenger,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,0.0800,IPA - Imperial / Double,Lone Star Lodge & Marina,6718364,388924,Grace and Grit™,4
499275866,ChrisBallenger,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0700,IPA - American,Lake Ray Roberts Marina,3153225,1963052,Houston Haze,2.75
495257896,ChrisBallenger,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0.0720,IPA - American,,0,1127175,Double Dry Hopped Summer Street,3.75
488227251,ChrisBallenger,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0970,IPA - Imperial / Double,,0,1980283,Twenty Four,3.5
487481172,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0.0580,American Wild Ale,,0,363457,Atrial Rubicite,4.5
486873055,ChrisBallenger,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,20,0.0520,Fruit Beer,What’s On Tap Keller,5615958,2159005,Parker County Peach,3.75
486866947,ChrisBallenger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0.1180,Stout - Imperial / Double,,0,1898546,Deconstructed Bomb! Chili Peppers,4.25
486858929,ChrisBallenger,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.1180,Stout - American Imperial / Double,What’s On Tap Keller,5615958,1863926,Deconstructed Bomb! Vanilla,4.5
486832529,ChrisBallenger,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,0.0800,IPA - Imperial / Double,,0,388924,Grace and Grit™,4
486829256,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.1300,Stout - American Imperial / Double,What’s On Tap Keller,5615958,1863933,Deconstructed Bomb! Cacao Nibs,3.5
486812262,ChrisBallenger,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,0.1180,Stout - American Imperial / Double,What’s On Tap Keller,5615958,1863919,Deconstructed Bomb! Coffee,4
484411672,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,0.0550,Extra Special / Strong Bitter,Community Beer Company,556774,279051,Public Ale ESB,3
484410569,ChrisBallenger,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0500,Lager - Helles,Community Beer Company,556774,1554479,Texas Helles,3
484404475,ChrisBallenger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,0.0500,Sour - Gose,Community Beer Company,556774,1957464,Silly Gose,3.5
484369840,ChrisBallenger,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0.0520,Witbier,Community Beer Company,556774,343884,Witbier,3
484303724,ChrisBallenger,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0600,Lager - American Light,Deep Ellum Brewing Company,113377,671988,Neato Bandito,2.75
484266631,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0520,Sour - Ale,Deep Ellum Brewing Company,113377,2109795,Cherry Play Date,3.25
484220431,ChrisBallenger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0.0440,Cream Ale,,0,1081712,GRITz,2.75
480873563,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0.0950,Sour - Ale,Jester King Brewery,18641,2180317,Cherry Funk Metal,4
480830341,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0580,American Wild Ale,Jester King Brewery,18641,1765319,SPON - Méthode Gueuze (2016),3.75
480814602,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,5,0.0580,American Wild Ale,Jester King Brewery,18641,363457,Atrial Rubicite,4.5
477145709,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0.0560,Pale Wheat Ale - American,Motherlode Saloon,548163,11594,Wildflower Wheat,3
477131151,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0710,IPA - Black / Cascadian Dark Ale,Motherlode Saloon,548163,109767,Black IPA,3.75
477120568,ChrisBallenger,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,0.1300,Stout - American Imperial / Double,,0,1848453,Birthday Bomb! (2016),5
477119978,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0520,Brown Ale - American,,0,5532,Santa Fe Nut Brown,3
476835775,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0690,American Wild Ale,,0,1167676,Montmaretto,4
476529324,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.1160,Strong Ale - American,,0,1490463,Stickee Monkee (2016),4
476267319,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0850,Scotch Ale / Wee Heavy,Red River,556898,1606946,Wavell Gunn,4
468839519,ChrisBallenger,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0690,American Wild Ale,,0,630877,Amorous,3.75
461458135,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0.0650,Sour - Ale,,0,1440417,Marina,4
458466253,ChrisBallenger,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.0680,IPA - American,BrewHound,6271349,1544576,Grapefruit Haze Dankosaurus,3.25
458445479,ChrisBallenger,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0450,Altbier,BrewHound,6271349,916080,Alemannia,4
458439694,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0.0680,IPA - American,,0,1544602,Poblano Paradise Dankosaurus,3.25
457643737,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0640,Sour - Ale,,0,1844848,Aicha,4.25
